   9.8000158e+04  -2.7742829e-01  -1.4486995e-01  -4.4136778e-01  -2.7759173e-01  -1.4338749e-01  -4.4546409e-01
   9.8000340e+04  -2.3730674e-01  -1.4202705e-01  -4.3693078e-01  -2.2296071e-01  -1.3523164e-01  -4.2312049e-01
   9.8000523e+04  -1.9602409e-01  -1.3958650e-01  -4.3258164e-01  -1.9710063e-01  -1.5994435e-01  -4.3152031e-01
   9.8000678e+04  -1.6001992e-01  -1.3785132e-01  -4.2896915e-01  -1.4921779e-01  -1.2901950e-01  -4.3070870e-01
   9.8000833e+04  -1.2312225e-01  -1.3644668e-01  -4.2544329e-01  -1.2005799e-01  -1.5213101e-01  -4.3296872e-01
   9.8000988e+04  -8.5305232e-02  -1.3539355e-01  -4.2201687e-01  -7.7836335e-02  -1.4314815e-01  -4.4332192e-01
   9.8001143e+04  -4.6543212e-02  -1.3471463e-01  -4.1870421e-01  -2.5633138e-02  -1.3156168e-01  -4.2374808e-01
   9.8001277e+04  -1.2069261e-02  -1.3444748e-01  -4.1593004e-01  -2.1835436e-02  -1.4712077e-01  -4.2688717e-01
   9.8001412e+04   2.3153684e-02  -1.3449875e-01  -4.1326547e-01   2.2776428e-02  -1.3604463e-01  -4.0887076e-01
   9.8001547e+04   5.9141026e-02  -1.3488704e-01  -4.1072334e-01   7.0565911e-02  -1.6372711e-01  -4.0111073e-01
   9.8001681e+04   9.5907216e-02  -1.3563229e-01  -4.0831783e-01   8.6333530e-02  -1.4088010e-01  -4.1587394e-01
   9.8001801e+04   1.2921296e-01  -1.3661027e-01  -4.0630913e-01   1.2533769e-01  -1.3896246e-01  -4.0507131e-01
   9.8001921e+04   1.6315145e-01  -1.3790239e-01  -4.0443228e-01   1.7303042e-01  -1.4644543e-01  -4.1000259e-01
   9.8002040e+04   1.9772972e-01  -1.3952567e-01  -4.0270027e-01   2.0592323e-01  -1.4878354e-01  -4.0448115e-01
   9.8002160e+04   2.3295323e-01  -1.4149819e-01  -4.0112725e-01   2.4440615e-01  -1.3262878e-01  -4.0597277e-01
   9.8002268e+04   2.6550534e-01  -1.4360836e-01  -3.9984926e-01   2.5562132e-01  -1.6521438e-01  -3.9431010e-01
   9.8002377e+04   2.9859410e-01  -1.4603770e-01  -3.9872748e-01   3.0691565e-01  -1.6292548e-01  -4.0364635e-01
   9.8002486e+04   3.3221899e-01  -1.4880234e-01  -3.9777530e-01   3.2708931e-01  -1.4086279e-01  -4.0276249e-01
   9.8002594e+04   3.6637741e-01  -1.5191933e-01  -3.9700713e-01   3.8620794e-01  -1.6403923e-01  -3.8624057e-01
   9.8002694e+04   3.9825296e-01  -1.5511175e-01  -3.9647644e-01   4.1015432e-01  -1.4479671e-01  -4.1059411e-01
   9.8002794e+04   4.3056968e-01  -1.5863191e-01  -3.9612723e-01   4.4589808e-01  -1.3695599e-01  -4.0246147e-01
   9.8002894e+04   4.6331940e-01  -1.6249520e-01  -3.9597319e-01   4.5219008e-01  -1.6361670e-01  -3.8431681e-01
   9.8002994e+04   4.9649132e-01  -1.6671770e-01  -3.9602885e-01   4.9874173e-01  -1.5389739e-01  -3.9735947e-01
   9.8003086e+04   5.2766823e-01  -1.7097606e-01  -3.9628182e-01   5.3856380e-01  -1.6808489e-01  -3.9136624e-01
   9.8003179e+04   5.5918418e-01  -1.7557279e-01  -3.9674200e-01   5.5370587e-01  -1.7324574e-01  -4.0317393e-01
   9.8003272e+04   5.9102281e-01  -1.8052243e-01  -3.9742305e-01   5.9483141e-01  -2.0088442e-01  -4.1086026e-01
   9.8003365e+04   6.2316458e-01  -1.8583999e-01  -3.9833928e-01   6.2619139e-01  -1.7957375e-01  -3.9989490e-01
   9.8003452e+04   6.5352965e-01  -1.9116897e-01  -3.9942421e-01   6.6390589e-01  -1.9102516e-01  -3.8550218e-01
   9.8003538e+04   6.8411878e-01  -1.9684750e-01  -4.0074138e-01   6.8094504e-01  -2.0241149e-01  -3.9264179e-01
   9.8003625e+04   7.1490664e-01  -2.0288892e-01  -4.0230395e-01   7.2090537e-01  -2.0531443e-01  -3.9217285e-01
   9.8003712e+04   7.4586420e-01  -2.0930682e-01  -4.0412542e-01   7.5421773e-01  -2.1244324e-01  -4.0204515e-01
   9.8003794e+04   7.7521165e-01  -2.1572259e-01  -4.0609467e-01   7.8058722e-01  -2.1402281e-01  -4.0784179e-01
