   9.8000180e+04  -3.2290428e-01  -7.4296536e-02  -3.6007991e-01  -3.1782085e-01  -6.2779255e-02  -3.8093192e-01
   9.8000362e+04  -2.8520393e-01  -7.1013623e-02  -3.5612138e-01  -2.7960719e-01  -6.5433861e-02  -3.4953034e-01
   9.8000514e+04  -2.5280553e-01  -6.8542334e-02  -3.5287548e-01  -2.4907780e-01  -5.9602465e-02  -3.6425679e-01
   9.8000667e+04  -2.1960354e-01  -6.6337972e-02  -3.4969913e-01  -2.3819559e-01  -5.4355511e-02  -3.6065515e-01
   9.8000819e+04  -1.8557081e-01  -6.4416445e-02  -3.4660170e-01  -1.7174688e-01  -7.9006195e-02  -3.6077172e-01
   9.8000972e+04  -1.5067930e-01  -6.2794918e-02  -3.4359365e-01  -1.5284079e-01  -6.8540932e-02  -3.3614315e-01
   9.8001102e+04  -1.2004275e-01  -6.1657005e-02  -3.4109331e-01  -1.2164038e-01  -5.8047968e-02  -3.5141932e-01
   9.8001233e+04  -8.8734341e-02  -6.0766001e-02  -3.3867536e-01  -8.3619382e-02  -7.0715420e-02  -3.4138921e-01
   9.8001364e+04  -5.6734991e-02  -6.0135381e-02  -3.3634873e-01  -5.7811068e-02  -6.9459481e-02  -3.3916328e-01
   9.8001495e+04  -2.4025293e-02  -5.9779574e-02  -3.3412320e-01  -5.8928790e-03  -9.0560814e-02  -3.4897174e-01
   9.8001610e+04   5.3312051e-03  -5.9705984e-02  -3.3225879e-01  -3.6359270e-03  -5.1046545e-02  -3.3844510e-01
   9.8001725e+04   3.5265387e-02  -5.9867893e-02  -3.3048876e-01   4.6936278e-02  -5.1729234e-02  -3.1725513e-01
   9.8001840e+04   6.5790829e-02  -6.0277254e-02  -3.2882179e-01   6.6434644e-02  -6.8424663e-02  -3.3422425e-01
   9.8001955e+04   9.6921098e-02  -6.0946793e-02  -3.2726732e-01   1.0723717e-01  -7.7879065e-02  -3.1896284e-01
   9.8002059e+04   1.2555625e-01  -6.1785962e-02  -3.2596906e-01   1.2161813e-01  -6.9528984e-02  -3.1699880e-01
   9.8002162e+04   1.5470525e-01  -6.2858809e-02  -3.2477898e-01   1.6429160e-01  -5.5615055e-02  -3.2834972e-01
   9.8002266e+04   1.8437773e-01  -6.4176573e-02  -3.2370591e-01   1.6882752e-01  -6.4493866e-02  -3.1009294e-01
   9.8002370e+04   2.1458312e-01  -6.5751169e-02  -3.2275934e-01   2.2917279e-01  -6.5425683e-02  -3.2365781e-01
   9.8002466e+04   2.4307551e-01  -6.7451710e-02  -3.2200358e-01   2.4444050e-01  -8.1068513e-02  -3.1460237e-01
   9.8002562e+04   2.7204086e-01  -6.9394575e-02  -3.2137418e-01   2.6187954e-01  -8.1352537e-02  -3.3033356e-01
   9.8002659e+04   3.0148570e-01  -7.1591031e-02  -3.2088057e-01   3.0022309e-01  -7.7997536e-02  -3.2428761e-01
   9.8002755e+04   3.3141606e-01  -7.4052974e-02  -3.2053287e-01   3.2861717e-01  -6.5954800e-02  -3.1104122e-01
   9.8002845e+04   3.5994719e-01  -7.6615716e-02  -3.2034894e-01   3.6355841e-01  -7.0332563e-02  -3.3825155e-01
   9.8002936e+04   3.8891459e-01  -7.9434212e-02  -3.2031257e-01   3.8879128e-01  -7.0548400e-02  -3.1534690e-01
   9.8003026e+04   4.1832155e-01  -8.2519998e-02  -3.2043400e-01   4.2400736e-01  -8.7800766e-02  -3.1691728e-01
   9.8003116e+04   4.4817057e-01  -8.5885211e-02  -3.2072412e-01   4.4161931e-01  -8.6634359e-02  -3.2610491e-01
   9.8003202e+04   4.7680535e-01  -8.9336085e-02  -3.2116411e-01   4.8087351e-01  -8.7632108e-02  -3.1528113e-01
   9.8003287e+04   5.0583755e-01  -9.3059590e-02  -3.2177575e-01   5.1946354e-01  -7.9626102e-02  -3.1838094e-01
   9.8003372e+04   5.3526679e-01  -9.7067630e-02  -3.2257010e-01   5.3863147e-01  -8.2396252e-02  -3.2225042e-01
   9.8003458e+04   5.6509161e-01  -1.0137268e-01  -3.2355888e-01   5.7183282e-01  -1.0756659e-01  -3.2455056e-01
   9.8003539e+04   5.9379397e-01  -1.0575021e-01  -3.2468979e-01   5.8548084e-01  -9.9775828e-02  -3.1768277e-01
   9.8003620e+04   6.2284768e-01  -1.1041939e-01  -3.2601866e-01   6.2828286e-01  -1.1352173e-01  -3.2375948e-01
   9.8003701e+04   6.5224804e-01  -1.1539243e-01  -3.2755730e-01   6.5264052e-01  -1.0163015e-01  -3.2932917e-01
   9.8003782e+04   6.8198886e-01  -1.2068210e-01  -3.2931815e-01   6.9659879e-01  -1.1889947e-01  -3.3337913e-01
   9.8003860e+04   7.1062944e-01  -1.2602762e-01  -3.3121413e-01   7.0176956e-01  -1.3776143e-01  -3.3259176e-01
   9.8003937e+04   7.3956378e-01  -1.3168440e-01  -3.3333538e-01   7.4618103e-01  -1.2712453e-01  -3.0780045e-01
   9.8004014e+04   7.6878200e-01  -1.3766482e-01  -3.3569422e-01   7.6346401e-01  -1.2897555e-01  -3.5061334e-01
   9.8004092e+04   7.9827233e-01  -1.4398164e-01  -3.3830347e-01   8.1165892e-01  -1.4257839e-01  -3.3004296e-01
   9.8004165e+04   8.2663511e-01  -1.5033080e-01  -3.4103708e-01   8.2199723e-01  -1.5911975e-01  -3.3807740e-01
   9.8004239e+04   8.5521899e-01  -1.5700966e-01  -3.4402243e-01   8.4748152e-01  -1.5226037e-01  -3.2154046e-01
   9.8004313e+04   8.8400799e-01  -1.6403033e-01  -3.4727180e-01   8.7893087e-01  -1.8958152e-01  -3.2681379e-01
   9.8004386e+04   9.1298378e-01  -1.7140518e-01  -3.5079780e-01   9.0784202e-01  -1.7367154e-01  -3.6637741e-01
   9.8004457e+04   9.4077287e-01  -1.7878009e-01  -3.5443006e-01   9.4251812e-01  -1.7798517e-01  -3.5370826e-01
   9.8004527e+04   9.6869262e-01  -1.8649981e-01  -3.5833704e-01   9.8515197e-01  -1.7206448e-01  -3.5356359e-01
   9.8004597e+04   9.9672006e-01  -1.9457559e-01  -3.6253021e-01   9.9930129e-01  -1.9493521e-01  -3.6867325e-01
   9.8004668e+04   1.0248294e+00  -2.0301880e-01  -3.6702113e-01   1.0217089e+00  -2.1483664e-01  -3.6706226e-01
   9.8004735e+04   1.0516793e+00  -2.1142126e-01  -3.7159067e-01   1.0530114e+00  -2.2064444e-01  -3.7160126e-01
   9.8004802e+04   1.0785500e+00  -2.2017791e-01  -3.7645125e-01   1.0792776e+00  -2.2865699e-01  -3.8914183e-01
   9.8004869e+04   1.1054108e+00  -2.2929846e-01  -3.8161255e-01   1.1057330e+00  -2.2003153e-01  -3.8803040e-01
   9.8004936e+04   1.1322278e+00  -2.3879242e-01  -3.8708396e-01   1.1308363e+00  -2.4328862e-01  -3.9535833e-01
   9.8005000e+04   1.1577208e+00  -2.4820038e-01  -3.9259754e-01   1.1740630e+00  -2.5552581e-01  -3.9207048e-01
   9.8005064e+04   1.1831047e+00  -2.5796393e-01  -3.9840852e-01   1.1818724e+00  -2.6042845e-01  -4.0445415e-01
   9.8005127e+04   1.2083407e+00  -2.6809037e-01  -4.0452364e-01   1.1974798e+00  -2.5784129e-01  -4.0967296e-01
   9.8005191e+04   1.2333863e+00  -2.7858644e-01  -4.1094887e-01   1.2285153e+00  -2.8911340e-01  -4.1003754e-01
   9.8005252e+04   1.2570763e+00  -2.8895714e-01  -4.1737686e-01   1.2735444e+00  -2.7941834e-01  -4.2824850e-01
   9.8005313e+04   1.2805074e+00  -2.9967509e-01  -4.2409582e-01   1.2782757e+00  -2.8766737e-01  -4.1887174e-01
   9.8005374e+04   1.3036325e+00  -3.1074425e-01  -4.3110833e-01   1.2929668e+00  -3.1052674e-01  -4.3964724e-01
   9.8005435e+04   1.3264006e+00  -3.2216769e-01  -4.3841580e-01   1.3174599e+00  -3.3378356e-01  -4.4262491e-01
   9.8005494e+04   1.3478358e+00  -3.3345012e-01  -4.4569604e-01   1.3461457e+00  -3.3113079e-01  -4.5653036e-01
   9.8005552e+04   1.3688414e+00  -3.4506077e-01  -4.5324615e-01   1.3701287e+00  -3.4287999e-01  -4.5469976e-01
   9.8005611e+04   1.3893624e+00  -3.5699937e-01  -4.6106347e-01   1.3854329e+00  -3.5602351e-01  -4.5919169e-01
   9.8005669e+04   1.4093401e+00  -3.6926443e-01  -4.6914380e-01   1.4060334e+00  -3.4573227e-01  -4.5917256e-01
   9.8005726e+04   1.4280683e+00  -3.8142244e-01  -4.7719537e-01   1.4196311e+00  -3.7705759e-01  -4.6143291e-01
   9.8005782e+04   1.4461718e+00  -3.9387867e-01  -4.8547999e-01   1.4501623e+00  -3.9540267e-01  -4.7293277e-01
   9.8005839e+04   1.4635882e+00  -4.0662773e-01  -4.9398890e-01   1.4533227e+00  -3.8878566e-01  -4.9746170e-01
   9.8005895e+04   1.4802519e+00  -4.1966268e-01  -5.0271142e-01   1.4903905e+00  -4.2347828e-01  -5.1278525e-01
   9.8005951e+04   1.4957937e+00  -4.3271230e-01  -5.1145882e-01   1.4838337e+00  -4.2265492e-01  -5.0108209e-01
   9.8006006e+04   1.5104794e+00  -4.4601869e-01  -5.2038562e-01   1.5169720e+00  -4.4368840e-01  -5.2672677e-01
   9.8006061e+04   1.5242403e+00  -4.5957032e-01  -5.2947600e-01   1.5220960e+00  -4.5559013e-01  -5.4044409e-01
   9.8006117e+04   1.5370056e+00  -4.7335377e-01  -5.3871213e-01   1.5282425e+00  -4.8232972e-01  -5.6410790e-01
   9.8006172e+04   1.5487691e+00  -4.8743664e-01  -5.4812947e-01   1.5407576e+00  -4.9751025e-01  -5.5295444e-01
   9.8006228e+04   1.5593785e+00  -5.0172108e-01  -5.5765188e-01   1.5638216e+00  -5.0893486e-01  -5.5465394e-01
   9.8006284e+04   1.5687600e+00  -5.1618759e-01  -5.6725513e-01   1.5594990e+00  -5.2214187e-01  -5.7024913e-01
   9.8006340e+04   1.5768407e+00  -5.3081463e-01  -5.7691309e-01   1.5872207e+00  -5.4264836e-01  -5.8250596e-01
   9.8006399e+04   1.5838918e+00  -5.4643189e-01  -5.8715533e-01   1.5970700e+00  -5.5922976e-01  -5.7688433e-01
   9.8006457e+04   1.5893263e+00  -5.6217238e-01  -5.9739268e-01   1.5976795e+00  -5.6964449e-01  -6.0123561e-01
   9.8006516e+04   1.5930679e+00  -5.7800400e-01  -6.0758884e-01   1.5862726e+00  -5.7128417e-01  -6.1022258e-01
   9.8006575e+04   1.5950464e+00  -5.9389269e-01  -6.1770637e-01   1.5942071e+00  -6.0337734e-01  -6.1938326e-01
   9.8006649e+04   1.5949456e+00  -6.1377931e-01  -6.3018446e-01   1.5574209e+00  -6.3262409e-01  -6.2197483e-01
   9.8006723e+04   1.5918901e+00  -6.3362656e-01  -6.4240484e-01   1.5993876e+00  -6.3405982e-01  -6.3648489e-01
   9.8006796e+04   1.5858056e+00  -6.5336040e-01  -6.5429434e-01   1.5725947e+00  -6.5055243e-01  -6.6269693e-01
   9.8006870e+04   1.5766487e+00  -6.7290633e-01  -6.6578299e-01   1.5727634e+00  -6.6012589e-01  -6.6081214e-01
   9.8006931e+04   1.5667434e+00  -6.8887971e-01  -6.7493633e-01   1.5571472e+00  -6.8971952e-01  -6.5137148e-01
   9.8006992e+04   1.5547404e+00  -7.0463338e-01  -6.8373670e-01   1.5639389e+00  -6.9541067e-01  -6.9136074e-01
   9.8007053e+04   1.5406688e+00  -7.2012876e-01  -6.9215415e-01   1.5523031e+00  -7.3160829e-01  -7.1146262e-01
   9.8007114e+04   1.5245748e+00  -7.3532954e-01  -7.0016282e-01   1.5205688e+00  -7.3380687e-01  -6.9090342e-01
   9.8007168e+04   1.5086000e+00  -7.4858334e-01  -7.0692928e-01   1.5119308e+00  -7.3198980e-01  -7.0168220e-01
   9.8007222e+04   1.4911262e+00  -7.6155547e-01  -7.1334277e-01   1.4947778e+00  -7.6959237e-01  -7.0383576e-01
   9.8007276e+04   1.4722160e+00  -7.7422652e-01  -7.1939419e-01   1.4687870e+00  -7.6096689e-01  -6.9977273e-01
   9.8007330e+04   1.4519394e+00  -7.8657938e-01  -7.2507739e-01   1.4499053e+00  -7.8116496e-01  -7.1577137e-01
   9.8007384e+04   1.4307755e+00  -7.9838427e-01  -7.3029608e-01   1.4351780e+00  -7.8195955e-01  -7.1894790e-01
   9.8007437e+04   1.4084463e+00  -8.0985647e-01  -7.3515616e-01   1.3924781e+00  -8.1182352e-01  -7.3669267e-01
   9.8007490e+04   1.3850335e+00  -8.2098647e-01  -7.3965948e-01   1.4022724e+00  -8.1648213e-01  -7.4173143e-01
   9.8007543e+04   1.3606212e+00  -8.3176695e-01  -7.4381008e-01   1.3561124e+00  -8.3629385e-01  -7.5075678e-01
   9.8007598e+04   1.3345578e+00  -8.4248605e-01  -7.4771795e-01   1.3438484e+00  -8.4428364e-01  -7.6146797e-01
   9.8007653e+04   1.3076227e+00  -8.5282636e-01  -7.5126759e-01   1.2841177e+00  -8.7576419e-01  -7.3975391e-01
   9.8007708e+04   1.2799097e+00  -8.6278645e-01  -7.5446912e-01   1.2873462e+00  -8.7382396e-01  -7.6701566e-01
   9.8007762e+04   1.2515114e+00  -8.7236677e-01  -7.5733406e-01   1.2515522e+00  -8.6920814e-01  -7.5733062e-01
   9.8007820e+04   1.2208484e+00  -8.8208308e-01  -7.6001054e-01   1.2221076e+00  -8.8213113e-01  -7.4949093e-01
   9.8007878e+04   1.1896235e+00  -8.9138209e-01  -7.6234118e-01   1.1953592e+00  -8.8956448e-01  -7.5292046e-01
   9.8007936e+04   1.1579348e+00  -9.0026987e-01  -7.6434267e-01   1.1523616e+00  -8.8635680e-01  -7.5326010e-01
   9.8007994e+04   1.1258754e+00  -9.0875393e-01  -7.6603215e-01   1.1335309e+00  -9.0464989e-01  -7.6782552e-01
   9.8008056e+04   1.0910276e+00  -9.1745106e-01  -7.6752295e-01   1.1005735e+00  -9.1456952e-01  -7.7040969e-01
   9.8008119e+04   1.0559524e+00  -9.2570212e-01  -7.6869370e-01   1.0530154e+00  -9.0977516e-01  -7.5625139e-01
   9.8008181e+04   1.0207431e+00  -9.3352022e-01  -7.6956578e-01   1.0282103e+00  -9.3280925e-01  -7.7676091e-01
   9.8008243e+04   9.8548456e-01  -9.4091921e-01  -7.7016007e-01   9.9498645e-01  -9.4295541e-01  -7.7866146e-01
   9.8008311e+04   9.4702252e-01  -9.4853601e-01  -7.7051553e-01   9.5124160e-01  -9.3379661e-01  -7.6796218e-01
   9.8008380e+04   9.0868266e-01  -9.5568957e-01  -7.7058920e-01   9.1201914e-01  -9.5980277e-01  -7.6402776e-01
